content,score
cukup bagus,5
kpn bangkrutny nih,1
"mudah dipahami utk opsi2 penjual, produk dan rating penjualnya, produknya.. cancel pembelian dg tujuan yg positif, ganti cara pembayaran, ada barang yg lbh murah kualitas sama, pengaduan klaim ditanggapi dengan cepat, dan solutif..",5
"Aplikasi yg membuat pembayaran semua tagihan dan pembelian barang apa saja, semua tersedia di aplikasi ini recomended",5
"sekarqng ini sering muncul ada ganggauan dirumah toped,dan untuk pasang vaucer di aplikasi susah sekarang",5
gratis ongkirnya ga muncul eek,1
lumayan lengkap,4
udah bagus. sayang kok ada eror internal. tolong segera perbaiki,4
ini aplikasi apa sih katanya di kasih vocer pengguna baru tapi pas mau di co gk bisa di gunakan .,2
gratis ongkirnya mana woi,1
dana pengembalian komplain merugikan pembeli... gila potonganya ga ngotak,1
tolong untuk toko yang diikuti urutkan sesuai abjad agar tidak kebingungam nyari nya sama langganan untuk plus jangan terlalu mahal,1
Aplikasi ini sangat membantu dalam pengadaan barang yang dibutuhkan. layanan jaminan kualitas kesesuaian produk topedia care sangat membantu dalam proses komplain dan lainnya,5
komplit barangnya,5
promo gak bisa di pakai kacau balau,1
"SANGAT DISAYANGKAN, JUAL BARANG SCAM DAN DISURUH KEMBALIKAN DANA MALAH BEKERJASAMA DENGAN PENJUAL DAN HARUS TUNGGU PERSETUJUAN DARI PENJUAL YANG MENAMPILKAN BARANG SCAM !!! SAYA PUNYA BUKTI SEMUA NYA !!!",1
"saya pengguna tokped dr tahun 2016, sampai sekarang, dulu saya banggakan karena kemudahan akses, namun sekarang tokped selalu lambat bahkan request time out, banyak kendala....",1
"ngarti sameday gak sih. kenapa sameday pakai estimasi sampai 2hari kayak reguler. sedangkan ongkirnya 2x dari reguler / standart. mending SAMEDAY (HARI YANG SAMA) gak usah dipakai lagi. dan semakin diupdate apk, semakin berat .bug, error melulu. buka chat penjual gangguan,mau pilih pembayaran via apa error.dan barang kabanyakan gak sesuai deskripsi, retur berbelit,rumit, kadang ada toko tidak respons sampai habis batas waktu ""diproses"" beberapa hari dibatalkan sistem.",1
bebas ongkir cuman gimick,1
"DASAR APLIKASI PENIPUAN!!!!!!!! PESANAN DIBATALKAN TAPI DUIT NGGA NYAMPE KE AKU!!!!!!! PAS MASUK LAGI TIBA2 AKUN AKU DI NON AKTIFKAN!!!!!!!! TERUS AKUN TOKPED AKU SEMPAT DI HACK, AKU UDAH KOMPLAIN TAPI GAK ADA JAWABAN APAPUN DARI PIHAK TOKOPEDIA!!!!!!!!!!!",1
dikon dibatalkan sistem,1
sekarang aplikasinya nyampah diberanda iklan terus menerus,2
Keren banget,5
"banyak bug, beberapa produk harus menggunakan versi web/desktop untuk melihat padahal sudah cukup umur dan tidak mengaktifkan ""safemode"" jadi tidak nyaman dan ribet!",1
tolong ekspedisi bermasalah dihapuskan dari tokped,3
pls aplikasi nya buat nipu orang,1
Hallo ka aku mau kasih ulasan tolong ringan in MB aplikasi nya ka jadi hp hp androit yg ram ram nya kecil bisa instal juga ka dan bisa pake aplikasi tokopedia juga kaaa sekian ulasan dari aku makasihh kaa☺😊👉👈,3
"untuk dana tunai 12 x besar bgt bunga nya, ala mak, mohon di pertimbangkan agak bunga gak terlalu besar pinjem 5 jt hampir 7,4 jt sekian gede bgt bunga nya hampir 50% ya ampun ayo lah jgn terlalu besar parah bgt bunga nya",4
"Kecewa banget. Voucher gue tiba-tiba hilang tanpa penjelasan yang jelas. CS cuma kasih jawaban template soal S&K tanpa jelasin gue salah di mana. Padahal gue bayar Plus. Harusnya ada transparansi dan solusi, bukan cuma balasan normatif.",1
"saldo refund lama di balikin kocak padahal saldo kita sendiri,duit kita sendiri",1
tolong hilangkan validasi pencarian minimal 3 karakter. itu sangat menggangu.,2
bagus sekali. tapi sekarang kurang stabil apk nya untuk diskon dan acara atau event . mohon untuk di akumulasi dari pembelian sebelumnya. biar dapat diskon ataupun hadiah. kaya kejar ketupat bagi saya percuma nihil dapat hadiah. toh dari awal lagi . cape jujur kalo aplikasi nyari rating untuk sendiri. member mah cuma dibutuhkan adalah hadiah dari pembelian kita sebelumnya. terimakasih,5
"Fiturnya makin berkurang, serta aga sedikit lemot apk nya, overall belanja ttp di Tokopedia",4
"Aplikasi tidak jelas,,, beli Tokopedia plus udah bayar abis itu langsung diberhentikan karena pakai voucher katanya,, kalau tidak boleh pakai voucher nagapin dikasih voucher,, tujuan bikin aplikasi Tokopedia sebenarnya buat apaan kalau tidak boleh pakai voucher,,, abis itu mau chek out ke detek,, setelah itu voucher plus nya langsung hilang,,, ngga jelas bgt!!!",1
oke banget,5
ok,5
sangat memuaskan,5
banyak nge bug nya,4
gjgn coba voba dounloud apl. sekali salah beli maka pegajuan pengemabalianmj t kan pernah di acc,1
"cuman bisa kasih dua bintang orang"" Sulawesi,Papua pasti ngerasain mahalan ongkir daripada barang.",2
aplikasi bosok.. kebnyakan bug,1
"gua pke tokopedia dri 2020, dlu tiap belanja gratis ongkir trs, skrng makin prah gk ada gratis ongkir lgi",1
sangat mendukung,5
"bug aplikasi,, masih di proses perbaikan akun saya",1
"Dear team Tokopedia yth, Dengan berat hati saya memutuskan untuk memberikan nilai ini juga pengapusan aplikasi (uninstall) dari perangkat dikarenakan tidak puas nya dengan notif ""palsu"" status pengiriman atau bisa dibilang ""fake marketing"" yang seolah saya memesan sesuatu dan ketika di klik hanya informasi produk yang saya pun bahkan tak pernah meminatinya. Saya yakin Tokopedia punya crew profesional dalam menawarkan produk bukan sekedar trik marketing ""menipu"". Terimakasih Regards",2
smoga tetap amanah,5
"pengembalian paket udah diterima seller sejak 16 Februari 2026 tapi uang belum dikembalikan malah disuruh nunggu paling lambat 27 februari 2026...sangat merugikan buyer dan tidak adil...gak akan lagi belanja di Tokopedia,,, pembelian pertama saja sudah sangat merugikan saya",1
baguss,5
tiba3 iklan muncul di hp,3
semoga makin bnyak promo y kk karena sangat membantu sekali😊😊,5
sangat simpel dan mantap,5
"Tolong di perbaiki lgi bug ga ada sinyal saat pencarian, ditambah aplikasinya berat bngt jdi makin lama scrol"" dan cari barang semakin patah"" dan ngelag tolong di perhatikan dan diperbaiki ya",5
discount yang menarik lagi,5
marketplace yang ringan dan cepat,5
"Ongkir sama Barang yg mau di beli harga ongkirnya lebih mhl, ketimbang barang yg di beli.",1
"proses komplain lama selesai, hanya melindungi pedagang",1
pokoknya Tokopedia belanja online recomended dan terpercaya,5
proses pengembalian dana lama . penjual 99%tidak sesuai deskripsi perlu perbaikan lgi apl hijau ini,1
sangat memuaskan,5
ok,5
wah bru pertama kali co di tokopedianya langsung asyik sih,5
BURUK DAN SEMAKIN BURUK,1
"Aplikasi jelek, ongkos kirimnya sangat mahal, Aplikasi sudah di update ke yang terbaru tapi setiap mau lihat ulasan pembeli selalu di arahkan untuk update aplikasi padahal sudah di update ke yang terbaru",1
"Bagus, yang mau download jangan pakek mikir-mikir dulu",5
keren bisa instan jg,5
".... iklan nya gacor di situs judol,apk bo ,.....good 👍👍👍👍👍 ......",2
barang penghapus sablon kaos tf,5
aplikasi online yg terpercaya cepat dan sgt membantu,5
banyak toko scam tutup aja udah,1
awesome,5
lancar aman amanah 👍😊,4
Ok,5
gausah ngirimin notifikasi helm mulu,1
froses cepat,5
tolong dikoreksi untuk tokopedia sy ketipu dgn market place yg menjanjikan kerjasama pencari kerja online dengan tokopedia di dana sy saldo 112rbu malah ke potong padahal sy kgk pesan barang apa2 di tokopedia.kalo bisa dana sy dikembalikan. Terimakasih.,2
"SUPER JELEK!!!! KONSUMEN KOMPLAIN CS GAK ADA!!! YG DI SODORIN ROBOT!!! MALAH BAGUSAN TOKO SEBELAH. RESPON NYA JOSS!!! DI SINI MUTER MUTER BIKIN KAPOK!!!! SUMPAH NYESEL AKU BELANJA DI SINI. SETELAH INI UNINSTALL AJA, GAK BERGUNA SAMA SEKALI BIKIN NAIK DARAH...!!!!! GAK MUTU",1
mantaapp,5
agak ribet sekarang mau jualan juga susah mesti gabung sama tiktok.. padahal sempat member platinum.. beralih ke toko oren aja ga ribet.. gratis ongkir berapa pun transaksinya sama harga lebih murah.. jualan juga ga ribet,1
mantap,5
jelek untuk hp android,1
makin ke sini yang di update hanya fitur lemotnya makin parah,1
mengganggu,1
prosesnya gk ribet,5
mantap👍👍👍👍👍,5
toko pedia sudah bagus..yg belom bagus itu..selernya...baik respon atau...barang suka TDK sesuai pesanan...contoh pesan harga mahal..datang barang murah... kurir ya biasa saja...TKS semoga membantu...,5
luarbiasaa,5
sangat membantu dalam bertransaksi,5
aplikasinya bagus banget...🥰🥰🙏🙏,5
"Seperti jual beli sama robot, gk ada call center, kalo ada apa"" pasrah aja. Gk recommended pake banget...pake kurir instan disini rasa sameday",1
Baru pertama beli promo ga berlaku? sudah mau tutup kah aplikasinya,1
"belanja praktis, aman dan terpercaya",4
bagus 👍😎,5
mudah dan simple,5
ok,4
mantap,5
ok,4
ok,5
murah belanja di Tokopedia ada gratis ongkir dan voucher,5
"tiap ada voucher tidak bisa dipakai, selalu tulisan ""voucher tidak dapat digunakan, silahkan lanjutkan tanpa voucher""",1
Belanja di Tokopedia mantap,5
Mantap,5
Sementara sambil melihat kedepannya,3
saya pesen remote tv pengirimannya sempat lama dan barangnya tidak ada atau hilang,1
Sangat bermanfaat dan bagus buat jualan,5
sangat bermanfaat...,5
"aplikasi lemot, gratis ongkir ga jelas sistemnya. payah",1
ok.. mantap,5
ok,5
PELAYANAN CS NYA LAMA!!!!!GA KYA NGILANGIN VOUCHER AJA CEPETTT....GUE BARU BELI PLUS TAPI UDAH PADA ILANG VOUCHER DAH HUBUNGI CS LAMA BANGETTTT JAWABANNYA GA KYA APK ORANGE,1
hallo min tolong perbaiki lagi knp delay banget nih pas di buka terimakasih.,4
bagus,5
belanja aman untuk garansinya dikirim,5
"jitter aplikasi nya, ngelag, gw udh pake reno 14 5G padahal",1
COD nya sedikit dibanding toko sebelah,4
platform cayna tsiyalan diskon sering banget nipu udah itu harganya ga ngotak mahal2.,1
"aku kecewa belanja di tokopedia sudah 4 kali pesananku di retur padahal alamat dan nomor ponselku benar, kurir tanpa menghubungi saya atau mengantar kerumah, taunya dinyatakan gagal dan tidak bisa diantarkan lagi lalu di retur, mana dana aku belum di kembalikan pula. paket yang bukan COD seharusnya tidak dikembalikan ke penjual, jika memang tidak bersedia menggantarnya, setidaknya menghubungi pembeli suruh jemput ke gudang kan bisa.",3
bagiku tempat belanja yg bisa diandalkan ya cuma tokopedia.terimakasih banyak.,5
mantab,5
penangan kurang ok. ketika pesanan sy tb² di batalkan,1
istimewa,5
"kalo mau melakukan pembayaran lelet loading nya , lambat proses",2
"Saya pelanggan lama toped, saya selalu berbelanja di toped karen banyak promo diskon, namun akhirnya saya di kecewakan karena transaksi saya di batalkan oleh sistem, dan saya sudah berusaha banding melalui chat admin, namun tidak ada solusi, seharusnya kalo memang transaksi akan di batalkan sistem, dari pihak toped bisa menginfokan dari awal transaksi bukanya setelah melakukan trasfer yg akhirnya membuat uang kita mengendap di toped.",1
"Setelah update ke versi terbaru malah makin lemot bahkan lebih lemot daripada shopee shopee di Samsung M34 sekarang sudah tidak lemot eh gantian toped yg lawak malah jadi makin lemot dan berat gratis ongkir pun hilang kalau tidak memiliki toped plus, syarat toped plus juga memberatkan, minimal belanja 800rb rupiah tiap bulan untuk dapat gratis toped plus selama satu bulan",1
akoh suka,5
sekarang aplikasinya lemot susah pilih barang,5
mau masuk atau login tidak bisa malah keluar terus disuruh daftar atau masuk. begitu daftar malah keluar di suruh daftar atau masuk,1
sangat memuaskan,5
bagus,5
"semenjak di beli tik tok saya tidak nyaman lagi menggunakan tokpedia, sekarang malah sering bug, apakah bisa di perbaiki?! kalau lemot ga usah ditanya,, lemot banget sumpah",2
"Sangat kecewa pembayaran langganan Indosat via tokopedia tidak masuk masuk, diaplikasi tokopedia berhari hari dalam proses, kedepan kapok melakukan pembayaran via tokopedia. Berhari hari tidak ada kejelasan pengembalian dana. Harus berpikir berkali kali untuk melakukan transaksi di tokopedia. Aplikasi bahaya ini karena uang saya tidak ada kejelasan seperti yang dikatakan oleh tokopedia care nya tunggu 1X24 tapi sudah berhari hari tidak ada kejelasan. KAPOK !!!!",1
"terimakasih banyak , toko ini sangat bagus untuk membeli suatu produk yang saya butuhkan",5
"Lu bikin promo kejar ketupat sesuaikan dengan S&K yang lu bikin, jangan seenak jidat lu ngebohongin user. Gw belanja ngikutin prosedur S&K lu, tapi apa? progres misi gw gk naik. Lu ngebacot user di larang curang untuk ikut serta dipromo lu, gw ikut serta dengan jujur aja lu curangin dengan cara progres tidak di hitung. Jujur blog kalau buat promo, pintar aja tidak cukup kalau ujung²nya lu nipu user.",1
pelayanan tokopedia sangat memuaskan,5
jelekkk aplikasii pilih kasih,1
"ga ada gratis ongkir, barang 25rebu ongkir 19 rebu, kenapa tiktok shop dan shopee gratis ongkir, tokopedia tidak?",1
toko pedia tetap yg terbaik sampai saat ini,5
iklannya gausah ada dimana mana bosen banget ganggu juga,1
"ok lah ..tokopedia nama juga toko onlen,,,mau gak mau satu paket dgn jasa kurir..",1
"kenapa ya sekarang huruf di menu lacak mengecil, sangat tidak ramah untuk pengguna yg sdh berusia",5
mantap,5
"Aplikasi error ngga bisa muncul gambarnya padahal sinyal oke. Coba sy update tetep aja, install ulang juga sama aja. Tolong dong min",5
connect gopay ovo aja lelet bangett,1
"SERING EROR!!, kadang scroll beranda aja sampe patah"", banyak bug, ntah itu bug jaringan lah bug troli lah, banyak bug intinya. saya harap kedepannya bisa di perbaikin",4
saya download hanya utk belanja lewat tik tok KLW belanja disini untuk ongkir luar pulau Jawa amit amit ongkir nya mahal bgt g ada gratis ongkir utk batas maksimal belanja beda sama si Oren ada gratis ongkir nya.. g banget belanja disini,1
Sangat Membantu,5
keren banget,5
belanja lebih mudah dan praktis,4
bagusss,5
ok mudah sekali,5
"ongkir nya mahal jadi orang"" pada pilih beli di aplikasi sebelah deh",3
oke,5
Lemot!,1
sangat membantu. terima kasih,5
"aplikasi kenapa jadi lambat, seperti shopee",2
"ini org Tokopedia GK pernah buka aplikasi di hp kali, busetttt lemot...",1
good,5
"tanggapan atas komplain pesanan 2 bulan tidak ditindaklanjuti, uang pembeli tidak kembali",1
"TOKOPEDIA MENDING TUTUP AJA DEH, SEMAKIN BURIK DAN BURUK DALAM SEGALA HAL. 👎",1
aplikasi ini jelek banget eh maksudnya jelek banget kalau kalian nga download hehe,5
ok terima kasih ya Tokopedia semakin maju mantap,5
pembayarannya sangat cepat dan mudah dimengerti,5
"mines kurirnya katanya pesanan aman dan nyaman tapi kurirnya gak beres"" asal retur paket sembarang tanpa konfirmasi pengiriman padahal sudah di kabari kurirnya malah sok sok an slow respon",3
"Ga niat ngasih voucher, bahkan voucher pengguna baru aja msh dicurangi sm sistemnya. kecewa bgt sy sbg pengguna baru, jd pengalaman buruk buat sy. maaf sepertinya akan sy uninstall. cukup belanja online lwt oren aja yg jelas dan transparan sistemnya",1
bagus selalu kasih diskon,5
tolong untuk opsi pembatalan dikasi toko tidak respon. sering kali sudah cekout tp toko tidak respon 2x24 jam.,1
"kenapa Tokopedia sekarang ini, bisa menahan Dana orang, pesanan sudah di batalkan malah dana orang tidak di refund, sedangkan pihak toko sudah mengembalikan Dana si pembeli, si Tokopedia mempersulit si pembeli",1
Tokopedia rekber tolol pengembalian dana sampe berhari udah kayak jaman primitif dan cs nya cuma robot,1
mantap,5
👍👍👍👍,5
oke,5
gratis ongkir nya mana ni,1
jelek banget ga ada gratis ongkirnya,1
proses pengiriman yang sangat lama walaupun produknya terjamin tapi lama banget paketnya dikirim,3
"diskonnya hilang waktu mau beli, pantes aja banyak yang ga pakai ini aplikasi",1
"Saya kasih 5☆ blm nyoba sii, tp kalo ngecewain pelanggan langsung akuh turunin 4☆na! Oke.. 😁🙏 Ternyata semakin eror saya copot&turunin jd 1☆na Maapkeun.. Toped semakin kesini semakin reze, tolong perbaikin! Agar pelanggan banyak yg tak kecewa😔 maapkeun aq turunin 4☆ 👉Saya saranin spt itu&1 lagi bisa dipindah apkna ke memory bayar lebih longgar internalna kak.. 😊 Nhun.. Minta update, m-mulu HBSin kuota.. otw hapus atuh•!🙏🥺",1
"ribet fiturnya blm semuanya ke download, tiap mau buka ini itu harus didownload dulu. kenapa ga dari awal aja download semua fiturnya? jadi harus nunggu lama",2
ada diskon tapi tidak bisa dipakai,1
Aplikasi sering nge BUG gk jelass,1
baik.,5
"untuk komplain sangat susah, trutama chat dengan CS ribet bgt ujung ujung nya gk ada dolusi",1
"sangat mudah dalam penggunaan berbelanja & buka toko,aman nyaman dan terpercaya👍",5
error mulu. idah co. liat riwayat transaksi gak ada tapi limit udah terpotong. aneh. nyari solusi cs pd gak bener. belum selesai cerita langsung udahan chat berahir!!,1
"makin kesini makin gak jelas, pengiriman tertulus estimasi 17 Februari update terbaru masih digudang. Kontak CS tidak memberikan solusi malah cuma digeser hari saja. Promo sudah gak kaya dulu 👎👎👎👎👎",1
makin ribet jualan.. semenjak gabung makin nda jelas update gagal ribet,1
"aplikasi jelek, tidak kompeten memesan paket pertama kali saja sudah bermasalah, paket yang dipesan sudah beberapa kali melewati batas tangggal estimasi masih belum juga sampai",1
"Tanggal untuk batal otomatis terlalu lama, pelanggan rugi waktu",1
"sebagai penjual potongannya ngeri, ongkir nggak masuk akal. mosok ya barang 2 jt sini nerima 1,3. itu kena berapa persen??? mana cs di komplain juga nggak jelas. mending pindah aplikasi aja.",1
"semakin hari semakin lemot buat scroll aja lag saya kira internetnya ternyata bukan, saya coba buka fb, ig, youtube lancar. ini aplikasi kayak sampah aja dah.",1
"akun gw yg kena scam lah kenapa akun gw yg diblokir, balikin saldo aja ribet bgt",1
"diskon voucher banyak yang hilang. selamat tinggal Tokped, waktunya pindah Oranye Bye",1
pesen barang diaplikasi ini barang nya gak sesuai mau di retur ga di acc.,1
"bagus, pertahankan",5
makin oke,5
lemot,2
"jgn coba coba download untuk pengguna baru, karna tidak ada reward secara cuma2 untuk pengguna baru, seperti olshop2 lainnya.. dan hanya di iming imingi promo alias diskon yg gak masuk di akal hahaha.. kalo tidak ada niat untuk potongan harga brg dari seller, minimal ga usah iming-iming promo besar yg kg masuk di akal 🤣🤣 dasar platform aneh, mau untuk doang kg mao rugi🤣🤣🤣mau coba2 bego2 buyer tp tolollll🤣🤣",2
sarang virus,1
"aplikasi sering di update di hp saya vivo y66 sekarang aplikasi ga bisa dibuka ,dibuka langsung keluar sendiri",2
top udah,5
"Saya pengguna Toped sdh lama.. tapi saya jadi Kecewa dgn layanan Toped akhir2 ini.. masa' skrg koq jadi sering minta Update terus. Saya kan baru Update tgl 6 Feb 2026, skrg tgl 17 Feb udah minta Update lg... Emangnya HARUS Update 2 minggu sekali..??? Kalo begini caranya ya mohon maaf ya.. mgkin saya bergeser mohon diri beralih cari yg lain saja yg lbh bersahabat..",2
pket plus bulanan nya mahal jadi males beda dengan yang dulu,2
"tokped ngasih opsi barang retur dijemput kurir tanggal 18 februari, yaudah saya pilih dong. eh ternyata maksimal 15 februari, harusnya kalo kayak gitu gak usah munculin opsi tanggal 18 februari dong! ini kalo kurirnya besok ngambil barang gimana?? penjualnya dapet retur terus saya gak dapet pengembalian dana??",1
sengaja kasih bintang 5 biar di baca sama pihak apk nya... apk ini lelet kurang puas. tiap mau pesan gagal terus terjadi kesalahan.. terkadang juga kita gak pesan tiba tiba datang 😏😏😏,5
sudah ganti tahun 2026 berapa persentase pelanggan yang berhenti ? berapa persentase pelanggan baru?,1
bagus,5
jos,5
"aplikasi terlalu sering error saat ingin melakukan pembelian, bikin jengkel yang ingin beli. keterangannya ""terjadi kesalahan pada server, ulangi beberapa saat lagi"" dicoba tunggu beberapa waktu masih saja kendala, dicoba akses dari 2 publik ISP yang berbeda juga tidak mempan. Bintang 1 dulu karena sejak 2025 awal tidak ada tindakan optimalisasi",1
👍,5
semoga bisa dapet pinjaman saldo,5
"Saya konsumen yang jarang belanja disini, namun ditawari benefit plus tapi tidak bisa free ongkir. kata cs : Setelah kami bantu pengecekan untuk akun Anda, terindikasi memanfaatkan benefit Tokopedia PLUS secara berulang dan tidak wajar. Karena hal tersebut, saat ini akun Anda tidak bisa menggunakan layanan PLUS sesuai dengan Syarat & Ketentuan Tokopedia PLUS (Bagian D). me : buktikan dimana kesalahan saya, ini fitnah, gaes jgn ketipu ya bayar plus 150rb zonk!!! mending pake shopee vip saja.",1
Pijam saldo,5
cepat dan murah,5
ok,5
semenjak tiktok jadi buruk,1
"barangnya lebih lengkap,,tapi metode Pembayarannya ngak bisa top up Indomaret",2
Terus perbaiki sistemnya semakin baik.,5
Ditingkatkan menu layanan dan harganya terjangkau,4
tolong kalok bisa diskon orkirny dong,5
"tokped kikir, bonus cuman bisa dipakai 1% dari harga barang",1
tokopedia sangat membantu,5
aplikasi gak stabil... sering error!!! gak enak jadi ux-nya...,1
"mau rubah no hp tapi validasinya di nomor hp lama, seharusnya di email kak",1
good,5
good,5
hati hati toko pedia sekarang kalaw account lama ngga di pakai banyak di hack acount . saya ngga merasa pesen barang tiba tiba kurir datang 2 0rang anter paket mengatas nama kan account saya ..pusing mana di canchel kurir nya marah marah ... buat toko pedia mohon di perbaiki lagi,1
apk gak bisa d download eror tolong d perbaekin gimana mau belanja saya,1
aplikasi banyak bug nya,1
"cepat, tepat, singkat",5
Pelayanan si INSTAN mkin BURUK saja,1
good,5
respon cepat dan mudah acc,5
"semenjak di beli tiktok jelek sekali, lambat,lemot",1
baik,5
proses refund dana lama dan ribet gak kaya shoope,1
Prioritaskan pakai ekspedisi J&T. dan buang JNE jauh-jauh. Selama pakai j&t bakal makin betah pakai Tokopedia 😁🤙🏻 Alesan males belanja pakek si orange ya karena si spx busuk banget 🤬,5
"tolong di perbaiki untuk chat nya, gangguan terus soalnya",1
Mantap,5
sering lemot,1
mimpi disuruh beli pakai ongkir,1
bagus,5
tdk Ada gratis ongkir,1
Mantaaaapppp,5
"pelayanan nya bagus sekali, saya suka belanja di tokped, terima kasih",5
"When I canceled my order, my money was gone 🥺",1
aplikasi Berbelanja online terbaik sepanjang tahun di indonesia #GOTO,5
semoga selalu baik amanah the best,5
ternyata tokopediaCare TIDAK ADIL! kelemahan prosedur komplain dimanfaatkan oleh penjual curang! tokopedia TIDAK TEGAS menindak malah meneruskan dana ke penjual! ini sangat mengecewakan pembeli! Untuk pembeli yang komplain bahkan sampai naik banding pun percuma karna sudah kalah dari awal yaitu penjual dengan cara pembeli tidak merespon tokopedia maka tokopediaCare menyatakan tidak ada kesepakatan.,3
"Nyesel beli paket data XL xtra combo flex m+ disini..karena tidak ada keterangan detail kuotanya, ternyata hasilnya beda jauh dengan toko sebelah kanan dan kiri.",1
"Aplikasi pelit, Mahalan ongkir dri pada harga barang..",1
"untuk apa juga ini aplikasi,kalau banyak produk yang harus dibuka dengan Tokopedia web",2
semoga lancar dan sukses,4
"udah rusak nih aplikasi,",1
"pesanan di batalkan otomatis tapi dana (refund) tidak kembali sesuai dana yang telah di bayarkan. dengan keterangan biaya asuransi dan biaya pengiriman tidak dikembalikan. hadeuh,,,barang g dapat, uang kepotong",1
baik,5
LEMOTTT. SERVER KEBANYAKAN JOGET JOGET. pntk,1
"aplikasi yg bener"" jelek gk guna, voucher apapun gk bisa dipake, jangan ngasih voucher kalo emang gk bisa digunain",1
tetap jaya sampai kapanpun Tokopedia berharap diskon banyak,5
"teruntuk untuk pihak developer nya, tolong di perbaiki di pin lokasi. saat masukan alamat pin lokasi nya susah, untuk di pin. dan akhirnya ya kang kurir nya kesasar, karena tidak sesuai pin.",4
bagus dan simple,5
aplikasi luar biasa serba ada mantap👍👍👍,5
toko luar biasa,5
penarikan saldo refund terlalu ribet,3
pokoknya bagus,5
Tolong dong terkait penarikan di pengembalian DANA Kalau bisa di E-WALLLET ditambahkan juga ya jangan hanya melalui Bank iya kalau punya ATM kalau gak punya bgaimana ?? bingung kan saya,1
"Kekurangan ya, ekspedisi tidak punya, karena perlu untuk ongkos kirim nya, Dan pembeli seperti saya sangat tenang jika barang di kirim dengan ekspedisi dari perusahaan, terima kasih.",4
gacor,5
Alhamdulillah hirobbil alamin. baik menggunakan pengalamannya tokopedia Terimakasih.,5
semoga cepat,3
mantap saya sudah bisa menggunakan peyleter,5
joss mantab,5
lemot ngehang kenapa,1
beberapa bulan ini tidak mendapatkan vocher gratis ongkir,1
"maaf. makin kesini aplikasi semakin berat. loading lama. sayang sekali, pdahal marketplace online tmp utk belanja cepat tanpa harus kesana kemari dg pilihan bnyak. efisiensi banyak hal terutama waktu. padahal sbelumnya andalan saya dr dulu drpd toko lain.",3
proses cepat,5
Sangat bagus dan sangat membantu.. Terimakasih mengapa nada notifikasi bawaan tokopedia tidak bisa diaktifkan?,5
buruk diskonya kecil2,1
Suka bnget sama Tokopedia,3
beli alat motor tidak bisa di satu toko alhasil banyak ongkir,5
"di redmi note 11 berat banget, ngelag sampai not responding pas browsing2, padahal apps lain lancar di hp, bikin males browsing2...",1
toko pedia pokoknya mantap 👍👍👍👍,5
"""Banyak barang tidak sesuai""",1
top,5
belanja cepat dan praktis,5
Kerennnn,5
"min lu sebagai developer tolong lahh jngn bikin ssah, akunn dinonaktifkan ngga bisa di aktifin lagih, mna mau blnja tiba"" di nonaktifkan, pantesan penggunanya berkurang ternyata lebih bner apk oren ketimbang sini",1
bagus,5
banyak toko yang off kadang 5 pembelian d toko yg berbeda banyak yg gk respon harusnya di benahi pihak tokopedia bagi para toko toko yang off biar konsumen pembeli di tokopedia gak kesel karna hal ini,2
anj emang mahal gak ngotak mending di shopee lol,1
mantap,5
pengembalian dana akibat gagal transaksi yg dibatalkan seller bertele-tele,1
Aplikasi sampah.... RUSAK. Mau belanja ribet balik lagi ke awal mulu,1
tidak dpat mengganti nomor dan email. yg trlihat hanya loading screen berjamjam,1
apk nya bagus banget dan kalo mau beli lngsng dibales cepat dan pengiriman nya cepet banget,5
ini gmna sih Tokopedia metode pembayaran malah gabisa loading mulu.. gopayleter juga malah gabisa.. tolong dong admin gmna sih lagi butuh nih bntar lagi jatuh tempo,2
good,5
refund saldo/tarik saldo yang RIBETTTTTTTT bangeeeet.jadi rugi..harus nunggu 1hari..ITU UANG SENDIRI BUKAN UANG LUUUU...!!!!,1
bagus,1
bagus,4
mohon di perbanyak cara pembayaran COD nya,5
"ngebug,suka terhenti tiba-tiba . . patah patah gag seperti aplikasi lain d HP ini",2
pelayanan nya tidak nyaman. setiap proses refund lama. slow respon banget kecewa,1
"tokopedia jahat banget. saya kena tipu belanja di seller tokopedia 4juta. barang ga dikirim-kirim sampe batas estimasi abis, dibatalin uang di refound tapi ketahan di tokopedia 4juta. katanya bakal bisa ditarik 2x24jam. nyatanya tibatiba akun saya dinonaktifkan permanen sedangkan duit 4juta masih tertahan di tokopedia. tolong tanggung jawab plis!!!",1
"banyak diskon, mantap",5
baik terpercaya,5
"respon dan pengiriman cepat, barang yg dikirim bagus, seger, tapi pas hari ke empat yang 1 (gosv), daunnya menjadi layu semuanya...😔",5
"Baru kali ini belanja di Tokopedia, di toko resmi pula. beli oli yang Dateng sambal Indofood. terus juga engga bisa return karena udah konfirmasi pesanan, saya langsung konfirmasi karena memang udah sering belanja di toko yang sama dan percaya. pelayanan customer servicenya Tokopedia buruk sekarang dan tokonya juga buruk. saya di SHOPEE walaupun sudah konfirmasi pesanan dan selesai, masih bisa ajukan balik barang kalau barang bermasalah atau tidak sesuai. IS THE BEST SHOPEE INDONESIA.....",1
Good job 👍👌,5
ok,5
semenjak tokopedia gabung tiktok jadi ribet gak nyaman & banyak promo diskon produk cuma hoax mulu gak jelas sangat menyayangkan padahal dulu worth it marketplace,3
